기업명,신용평점,신용등급(종속변수),유동비율,당좌비율,부채비율,영업이익이자보상비율,차입금/자기자본,차입금/매출액,총자산증가율,매출액증가율,순이익증가율,재고자산회전율,매출채권회전율,총자본회전율,총자본순이익율,매출액순이익율,자기자본순이익율
(주)에스폴리텍,6.0,1,107.7,88.5,114.6,4.0,68.8,30.1,5.0,19.7,-18.2,11.6,4.8,1.2,4.1,3.5,8.8
현대정보기술(주),8.0,1,65.9,65.4,243.8,1.2,121.9,36.6,4.9,13.1,39.8,548.8,3.6,1.0,.4,.4,1.2
이화산업(주),6.0,1,113.8,85.0,54.7,1.4,48.0,68.5,14.2,11.6,-29.9,4.5,2.1,.5,.8,1.8,1.3
(주)시큐브,2.0,0,329.7,329.7,33.9,73.0,17.9,54.6,6.9,8.2,131.9,25041.9,2.4,.7,6.2,8.4,8.3
(주)세원,5.0,0,145.9,132.4,102.1,21.8,43.7,17.2,21.2,6.2,26.6,21.8,5.7,1.3,7.8,6.3,15.9
흥아해운(주),7.0,1,35.7,28.7,412.8,.0,112.3,44.4,22.2,-2.7,39.7,53.0,19.9,.9,-1.9,-2.1,-9.3
(주)아이씨케이,5.0,0,305.8,256.0,47.0,3.2,35.9,34.1,5.4,-17.6,-60.4,4.8,2.7,.6,.6,1.0,.9
메가엠디(주),4.0,0,128.3,123.8,40.7,295.4,7.7,3.4,1.3,-6.3,-70.9,61.3,24.7,.7,3.2,4.7,4.4
(주)에프엔씨애드컬쳐,6.0,1,1524.4,1504.2,8.1,-23.1,15.7,20.9,95.6,1.5,-29.5,22.9,5.0,.4,-10.8,-31.4,-13.3
(주)효성,5.0,0,57.3,36.8,124.8,7.1,67.8,33.8,-.9,-.7,69.5,13.4,8.9,1.0,7.0,6.8,16.8
(주)텔레칩스,3.0,0,348.6,255.7,41.9,42.4,15.5,17.6,14.3,22.9,420.7,6.3,11.2,.9,9.8,10.4,13.9
(주)나무가,6.0,1,208.0,205.8,61.1,-3.1,9.0,5.8,-22.2,-42.6,14.7,153.9,3.3,1.4,-2.8,-1.9,-5.5
(주)오뚜기,2.0,0,160.9,125.3,54.6,51.2,12.4,5.6,9.1,7.1,27.3,15.8,14.8,1.5,9.3,6.1,14.5
(주)원익큐브,5.0,0,169.5,127.7,65.5,6.5,34.1,10.8,12.4,17.3,61.2,11.6,4.5,1.9,2.1,1.1,3.3
한세엠케이(주),3.0,0,277.1,122.4,34.6,15.9,9.9,7.1,4.1,1.6,167.8,3.5,8.3,1.3,1.9,1.5,2.6
(주)오리엔탈정공,7.0,1,97.7,73.6,165.9,6.3,44.5,16.6,-26.4,-30.3,-41.5,8.9,14.3,1.2,-10.5,-9.1,-28.3
(주)동원,5.0,0,219.8,219.3,32.9,5.0,24.8,50.3,-.9,19.3,24.7,190.2,3.1,.3,-3.6,-11.4,-5.2
(주)대동스틸,3.0,0,947.2,614.2,7.2,510.4,1.7,1.7,8.0,-26.2,-30.3,6.5,3.6,1.1,7.2,6.3,7.8
갤럭시아커뮤니케이션즈(주),7.0,1,124.4,124.4,169.8,3.2,67.7,50.4,16.3,41.7,77.9,14.2,4.0,.4,2.9,7.1,7.6
(주)에이엔피,5.0,0,140.2,78.4,73.5,1.0,48.3,35.5,7.5,6.4,-5.7,4.6,6.1,.9,4.5,5.2,8.0
자이글(주),2.0,0,696.6,625.6,6.3,727.7,4.5,5.6,50.7,.1,-19.8,42.3,20.4,1.4,15.0,10.6,16.8
(주)코다코,6.0,1,66.4,56.5,212.3,2.3,168.4,64.7,10.1,7.8,73.6,15.9,3.6,.9,3.2,3.6,11.1
(주)이에스브이,5.0,0,617.0,494.9,18.3,-72.6,9.0,3.7,-8.5,-44.6,-23.9,7.0,3.3,1.0,-6.8,-6.8,-8.2
현대건설(주),5.0,0,170.0,156.1,130.9,12.9,28.3,14.3,1.1,3.0,4.0,14.1,3.0,.9,2.6,2.9,6.1
(주)마이크로프랜드,3.0,0,484.0,319.7,31.0,45.5,7.8,8.7,56.6,22.5,105.4,3.3,25.6,1.0,10.3,10.4,14.3
(주)한솔홈데코,5.0,0,89.3,51.5,98.3,3.6,67.2,44.7,-.8,-2.0,18.2,6.0,6.0,.8,2.2,2.8,4.5
STX엔진(주),9.0,1,70.4,43.7,652.9,.2,403.9,85.9,-12.0,-16.3,8.6,2.9,3.0,.6,-3.0,-4.9,-22.5
세방전지(주),3.0,0,298.3,248.0,29.5,48.8,14.3,11.9,8.0,.3,-19.5,8.2,4.5,.9,6.2,6.7,8.0
현대통신(주),4.0,0,220.2,194.2,56.9,3433.3,.7,.5,13.3,11.7,19.9,12.2,4.1,1.3,15.6,12.0,25.5
(주)엠에스씨,5.0,0,97.2,49.9,138.8,9.6,76.3,33.5,7.0,.6,116.2,4.2,7.1,1.0,5.8,5.7,14.3
(주)케이씨에스,4.0,0,257.6,244.4,55.0,81.4,7.8,7.6,22.7,27.9,6.7,33.6,3.5,1.0,4.2,4.0,5.9
(주)아비스타,9.0,1,93.0,54.5,240.1,-6.8,131.9,59.1,-32.4,-18.6,-63.9,2.2,6.5,.8,-46.3,-59.3,-213.5
(주)에스피지,6.0,1,135.7,104.2,129.5,1.4,80.2,47.0,55.2,11.4,367.0,4.6,2.2,.7,8.4,11.4,18.5
(주)케이사인,4.0,0,1085.4,1085.4,46.5,69.5,36.2,29.3,45.9,2.9,-28.8,96.0,2.3,.5,8.6,17.2,11.2
한온시스템(주),3.0,0,137.7,122.4,61.1,7.1,25.5,13.9,9.3,1.8,46.5,26.0,5.4,1.0,8.0,8.5,12.3
(주)인텍플러스,7.0,1,136.8,87.7,66.9,-15.2,47.3,44.3,-9.8,-27.4,-38.6,4.2,3.8,.6,-13.5,-21.2,-21.8
(주)아우딘퓨쳐스,3.0,0,227.0,175.5,38.8,79.1,19.8,9.3,34.8,126.2,426.3,19.9,11.0,2.0,32.5,16.1,49.0
(주)에스텍파마,4.0,0,357.9,243.4,26.1,10.7,16.8,30.0,6.5,-3.7,-29.9,2.8,4.8,.5,3.2,7.0,4.0
제이더블유신약(주),5.0,0,189.8,158.0,83.8,5.0,51.5,46.4,3.5,4.3,-11.8,9.0,2.2,.6,3.8,6.0,7.0
(주)셀트리온,4.0,0,205.5,183.8,30.2,27.3,24.5,100.7,11.2,9.2,9.6,4.2,.9,.2,8.3,38.3,11.4
(주)나노엔텍,6.0,1,391.0,303.3,72.7,-37.5,44.4,38.4,-18.4,6.8,5.1,4.6,1.3,.4,-32.6,-87.0,-45.2
한전KPS(주),3.0,0,209.4,208.8,38.4,1699.1,.7,.5,5.6,3.7,-48.6,706.3,4.4,1.2,8.2,7.1,11.1
대한전선(주),8.0,1,141.6,107.1,235.8,1.3,160.7,49.5,6.6,-11.7,29.2,8.8,4.5,1.0,.8,.8,2.8
(주)서흥,2.0,0,155.9,76.2,80.2,6.2,63.5,55.6,3.9,11.6,-2.9,4.1,4.4,.7,4.9,7.5,8.9
(주)혜인,7.0,1,90.6,28.6,150.2,1.5,97.9,40.8,2.0,3.7,-45.7,2.7,7.3,.9,.3,.3,.8
(주)넥스트비티,6.0,1,284.1,219.4,56.1,.6,39.4,19.6,22.0,60.0,447.1,9.8,36.7,.9,-10.6,-12.3,-14.3
(주)무학,3.0,0,81.1,74.0,22.7,482.5,4.4,7.4,8.2,-8.7,107.7,32.7,13.4,.4,10.6,24.0,13.2
조선내화(주),4.0,0,141.4,87.7,34.8,13.2,16.6,15.8,11.2,-2.7,-68.3,5.5,5.0,.8,1.8,2.4,2.4
동일고무벨트(주),3.0,0,181.4,152.1,54.9,21.7,20.6,16.0,11.0,-9.9,-9.3,9.6,3.0,.9,6.5,7.5,10.1
(주)지디,6.0,1,138.5,138.2,34.8,-34.9,27.4,70.0,-8.9,-33.7,-17.3,307.2,19.0,.3,-15.0,-60.9,-19.2
(주)글로벌스탠다드테크놀로지,4.0,0,198.5,116.3,47.7,68.6,4.7,3.1,29.1,2.2,-3.9,5.9,6.6,1.2,5.4,4.6,7.3
(주)에스엠코어,6.0,1,201.0,199.1,50.0,-879.3,1.3,.5,-29.0,-33.5,-41.2,180.6,1.7,.7,-17.0,-25.2,-25.6
크루셜텍(주),8.0,1,178.1,136.0,131.1,.8,94.6,33.3,-12.2,22.7,-88.0,4.7,3.5,1.1,.4,.4,1.0
평화홀딩스(주),5.0,0,97.4,97.4,57.1,1.9,50.1,411.6,.2,7.9,15.3,510.3,7.3,.1,2.4,29.8,3.8
(주)광진윈텍,6.0,1,147.2,118.8,149.0,.7,86.4,39.5,-2.5,8.5,307.4,7.9,2.9,.9,1.0,1.1,2.6
(주)판타지오,5.0,0,192.4,190.9,13.8,-19.0,23.2,1.6,-13.1,-3.7,49.6,393.3,13.0,.5,-6.4,-12.1,-7.6
(주)바이오빌,6.0,1,441.0,389.2,41.4,.8,31.5,96.2,23.3,-.1,1172.9,5.7,5.8,.2,-6.9,-29.4,-10.1
신풍제약(주),7.0,1,137.4,113.1,93.8,1.7,57.3,75.9,1.7,-1.7,-17.2,4.4,1.1,.5,-4.3,-9.6,-8.8
에스케이씨코오롱피아이(주),2.0,0,309.3,230.8,34.6,53.6,19.9,24.2,14.0,12.3,23.5,6.2,6.8,.5,7.3,13.7,9.6
쌍용자동차(주),5.0,0,71.9,50.7,164.7,1.7,23.7,5.3,6.0,7.1,166.8,16.3,19.6,1.7,2.7,1.6,7.3
대동공업(주),8.0,1,112.7,62.5,189.7,-3.3,117.1,46.3,-6.9,.3,-5.2,3.1,3.1,.8,-3.6,-4.3,-10.2
(주)멕아이씨에스,7.0,1,670.8,498.2,147.2,-2.4,133.8,152.7,17.3,-11.7,-19.5,3.6,5.7,.3,-5.7,-16.9,-13.1
씨큐브(주),3.0,0,240.9,108.1,42.0,16.0,32.7,33.7,7.0,23.6,61.6,2.2,5.2,.6,8.3,12.8,11.6
(주)에버다임,3.0,0,248.5,111.8,40.8,15.0,8.0,11.3,-10.1,.1,-32.6,3.6,3.7,1.2,4.0,3.3,6.1
하이록코리아(주),2.0,0,662.8,488.5,14.7,53.5,5.0,8.8,5.4,-16.0,-33.2,2.8,2.7,.5,8.6,17.0,9.9
(주)SG세계물산,5.0,0,153.4,69.5,48.4,1.6,23.6,13.8,3.4,-3.3,-48.3,4.6,9.4,1.0,-1.3,-1.3,-1.9
코오롱글로벌(주),7.0,1,76.8,63.0,374.9,2.4,133.4,18.4,4.7,5.0,48.9,21.3,5.4,1.6,.3,.2,1.5
아이텍반도체(주),3.0,0,60.0,60.0,89.6,4.5,61.8,67.9,-4.7,12.3,14.7,6.9,10.0,.5,3.0,5.6,6.0
(주)와이티엔,6.0,1,79.0,78.4,69.8,.6,27.2,42.0,2.6,11.3,-27.1,291.7,3.3,.4,1.1,2.6,1.9
한신공영(주),6.0,1,90.0,77.6,455.6,3.5,70.5,10.2,.7,30.6,9.9,9.7,5.2,1.2,1.8,1.5,10.6
(주)태영건설,6.0,1,97.6,90.4,113.7,3.8,43.0,34.5,2.4,-1.8,246.8,24.0,3.9,.6,.6,.9,1.2
대림산업(주),5.0,0,135.3,115.9,129.1,4.9,43.4,23.9,3.2,6.4,-70.5,10.7,3.7,.8,.4,.4,.8
(주)아이마켓코리아,4.0,0,140.6,132.9,151.1,28634.3,.6,.6,2.8,3.0,-45.2,44.7,4.0,2.8,2.4,.9,6.0
일양약품(주),7.0,1,68.1,44.7,102.1,1.1,78.3,88.5,-1.4,33.3,-19.7,4.6,2.4,.5,.7,1.6,1.5
나이스정보통신(주),4.0,0,153.1,147.6,59.1,94.0,14.4,8.5,-16.6,4.8,2.2,59.6,9.1,1.0,11.8,11.4,22.7
부광약품(주),2.0,0,790.0,555.5,9.7,857.5,4.5,5.6,-4.3,.3,-40.2,3.7,2.9,.6,8.0,14.4,8.9
(주)유지인트,5.0,0,248.3,193.5,38.1,3.8,29.6,61.9,15.1,-38.7,-83.8,2.4,2.6,.3,1.8,5.6,2.4
대림비앤코(주),4.0,0,167.7,115.5,81.1,10.0,35.3,27.1,7.0,14.5,7.6,5.9,3.2,.7,3.2,4.5,5.9
(주)타이거일렉,3.0,0,812.6,617.1,12.2,143.5,2.7,5.1,2.1,7.2,-63.1,6.3,4.2,.7,2.3,3.2,2.6
(주)뉴인텍,7.0,1,96.2,63.4,127.3,-3.1,80.2,43.2,-12.3,-6.4,-42.6,7.2,4.6,.9,-20.8,-22.2,-53.2
(주)파인텍,8.0,1,72.0,70.6,137.6,-4.0,94.8,85.5,36.0,-65.3,-46.3,64.5,1.2,.4,-9.7,-24.1,-19.4
에스케이하이닉스(주),2.0,0,182.3,143.3,36.0,26.4,18.3,22.9,9.2,-10.9,-33.9,10.8,5.9,.6,8.8,15.9,12.1
태평양물산(주),8.0,1,80.5,45.9,245.5,-4.1,182.1,39.6,-5.9,1.9,36.3,4.9,12.3,1.3,-8.7,-6.7,-27.7
유니슨(주),9.0,1,97.4,51.8,627.2,-1.2,356.2,218.7,1.0,-50.9,8.6,1.5,4.8,.2,-13.2,-56.1,-75.0
(주)팜스웰바이오,7.0,1,155.5,141.1,100.2,-3.3,66.7,54.6,-14.4,-16.7,-53.7,12.5,2.6,.7,-19.5,-26.4,-45.0
(주)원익홀딩스,3.0,0,147.4,103.9,10.5,71.7,2.8,14.2,30.5,12.1,250.0,3.1,4.4,.2,35.8,154.9,41.1
(주)넵튠,6.0,1,1375.5,1375.5,4.3,-30.4,1.2,6.8,28.8,-13.3,-12.7,64.6,4.0,.2,-5.5,-29.2,-5.9
(주)아모레퍼시픽,2.0,0,240.2,203.1,21.4,821.7,2.6,1.5,16.2,13.7,11.2,17.6,14.7,1.0,13.8,13.9,16.7
(주)이녹스,5.0,0,145.1,117.9,76.3,8.9,53.6,41.5,6.2,19.2,-58.8,9.9,4.8,.7,2.1,2.9,3.7
평화산업(주),6.0,1,85.9,69.0,177.7,.8,80.5,14.9,.3,2.3,-23.8,28.2,6.6,2.0,1.3,.6,3.5
(주)멀티캠퍼스,4.0,0,170.1,170.1,40.3,73.0,17.9,54.6,20.9,40.0,24.6,145148.6,8.2,1.9,13.5,7.0,18.9
(주)넥스지,3.0,0,887.1,815.1,8.8,-229.8,16.2,18.1,1.3,8.9,3.5,10.8,3.6,.7,1.2,1.8,1.3
(주)하이텍팜,2.0,0,261.1,196.7,16.9,159.7,.7,1.2,6.2,14.0,-19.3,5.4,3.4,.5,4.6,9.6,5.3
삼정펄프(주),3.0,0,471.7,421.3,19.0,105.1,4.3,5.0,11.1,.0,143.7,9.9,10.5,.8,9.6,12.7,11.4
(주)대성미생물연구소,2.0,0,434.0,297.6,22.7,141.7,4.9,5.6,9.8,-.7,-1.2,5.1,8.4,.9,13.2,14.6,16.6
(주)대교,2.0,0,244.0,233.9,22.5,109.7,5.2,5.5,3.8,1.3,-4.5,53.2,24.6,1.0,5.6,5.9,6.8
SK네트웍스(주),4.0,0,72.8,62.3,234.9,1.7,104.6,13.6,2.4,-3.1,-18.4,24.4,13.8,2.2,-.9,-.4,-2.9
이엘케이(주),10.0,1,63.6,48.6,566.3,-8.9,405.5,65.6,-25.0,-20.7,8.6,5.8,5.4,.8,-37.8,-45.1,-137.4
(주)디비하이텍,5.0,0,133.9,105.8,176.1,4.4,115.9,61.3,.1,16.0,-31.0,9.7,7.6,.8,8.8,11.4,27.4
JW홀딩스(주),7.0,1,47.0,47.0,102.5,1.4,69.9,140.5,21.3,9.1,-55.8,45.5,3.0,.2,-2.2,-9.5,-4.4
(주)모두투어자기관리부동산투자회사,6.0,1,92.9,92.9,103.0,1.7,102.4,804.7,40.3,56.2,3708.1,34.8,12.9,.1,1.2,18.1,2.5
동양물산기업(주),4.0,0,150.2,111.4,161.0,1.5,105.2,37.0,3.6,3.0,-14.8,6.6,2.8,1.1,1.1,1.1,2.9
동일방직(주),6.0,1,91.8,64.4,55.5,.8,36.5,53.8,11.6,16.5,171.0,6.9,6.5,.4,.1,.2,.2
피앤씨테크(주),3.0,0,886.0,819.0,13.1,437.4,1.0,1.8,114.3,17.2,3.0,9.5,5.7,.7,11.9,17.9,14.1
오성엘에스티(주),6.0,1,287.2,263.7,52.4,-.8,19.0,21.6,-33.1,-12.1,3.4,17.5,6.1,.6,-31.2,-55.9,-49.7
(주)우리넷,4.0,0,323.7,255.3,36.3,18.8,16.2,17.5,.5,-12.5,-51.7,5.3,3.5,.7,4.2,6.3,5.8
코리아에프티(주),5.0,0,124.3,99.8,100.4,-4.7,38.2,20.9,4.7,-4.4,-25.3,9.0,3.8,.9,5.1,5.8,10.1
엠케이전자(주),6.0,1,81.3,51.0,135.4,2.6,103.1,31.9,10.7,4.3,-42.8,7.8,6.0,1.4,1.3,.9,2.9
신라섬유(주),8.0,1,8.2,1.9,137.8,1.3,123.7,462.9,-3.5,10.7,4.8,3.2,1.9,.1,.8,6.7,1.9
(주)블루콤,2.0,0,421.7,385.1,18.4,11686.5,.4,.3,8.9,12.0,-13.1,24.9,10.2,1.3,13.8,10.9,16.5
(주)에스에프씨,2.0,0,331.1,277.2,29.7,1.7,21.5,18.7,41.6,-7.1,38.4,3.9,1.7,.6,2.2,3.9,2.7
대양제지공업(주),6.0,1,45.0,37.3,92.9,7.3,52.7,32.0,5.4,13.6,96.0,36.9,8.9,.9,3.1,3.6,5.9
(주)삼기오토모티브,5.0,0,62.0,48.0,147.9,8.1,115.5,44.0,7.2,11.7,-4.8,19.1,7.3,1.1,5.9,5.4,15.1
(주)수성,3.0,0,142.5,103.8,42.3,17.1,21.6,29.8,-4.2,-17.8,16.3,5.8,4.7,.7,5.8,8.4,8.7
아이에스동서(주),5.0,0,236.4,141.0,103.3,45.8,64.2,39.0,14.7,97.3,108.6,2.4,6.8,.9,12.4,13.8,29.1
(주)지코,8.0,1,58.4,43.8,241.1,-3.1,123.8,35.3,-6.1,-11.3,-13.6,16.6,10.7,1.2,-8.8,-7.1,-34.8
(주)도화엔지니어링,4.0,0,120.6,120.6,36.5,362.4,.2,.1,-1.6,18.1,-92.9,26.1,4.6,1.0,.4,.4,.6
부산주공(주),8.0,1,50.7,29.7,464.0,-1.4,329.0,88.4,6.2,-6.5,9.1,6.1,4.9,.7,-3.3,-4.9,-17.1
(주)삼원강재,2.0,0,284.1,205.1,23.8,175.4,3.1,1.3,4.8,-1.4,-10.3,8.8,4.8,1.2,6.2,5.3,7.7
한국유리공업(주),4.0,0,238.5,191.0,20.5,13.3,17.3,26.9,8.9,9.8,-3.3,4.9,13.8,.4,4.7,12.6,5.5
(주)핸디소프트,4.0,0,328.5,289.2,45.1,55.8,3.2,3.0,32.8,-11.2,-70.4,8.2,4.1,.8,2.7,3.2,4.1
(주)한솔씨앤피,5.0,0,304.9,287.5,36.0,-2.2,18.8,7.1,31.9,-9.1,28.7,20.1,2.2,.9,-4.2,-4.5,-6.4
현대제철(주),5.0,0,89.7,44.5,89.9,4.4,68.2,78.9,1.7,-.7,2.7,5.6,8.8,.5,2.7,5.6,5.2
한라아이엠에스(주),4.0,0,507.2,434.9,31.8,4.9,25.8,46.3,-1.0,-9.3,-38.5,5.2,5.6,.5,3.5,7.6,4.8
매일홀딩스(주),3.0,0,174.2,124.9,86.0,18.6,35.5,11.0,7.8,5.9,60.8,12.4,9.2,1.8,6.9,3.7,13.0
(주)엔에스쇼핑,3.0,0,53.6,52.4,108.6,17.1,78.4,35.2,82.8,8.4,-8.1,243.3,71.4,.7,9.8,14.2,17.2
(주)잇츠한불,5.0,0,52.7,41.6,47.6,10.0,16.2,17.2,-18.0,-67.1,-57.6,6.6,8.9,.3,10.1,34.9,13.3
(주)스페로글로벌,8.0,1,145.5,145.2,164.0,1.9,125.7,126.6,-1.4,77.4,9.5,11.4,1.4,.4,-16.7,-44.2,-51.2
더이앤엠(주),5.0,0,90.2,89.1,24.6,-1.7,15.7,91.5,6.3,-65.4,963.8,7.5,3.2,.1,2.3,17.6,2.9
한솔테크닉스(주),7.0,1,69.3,56.1,134.4,1.4,85.1,28.7,-4.1,-10.0,-11.6,17.7,6.9,1.1,-12.4,-11.4,-25.8
(주)대창스틸,7.0,1,79.8,52.1,138.1,.2,102.9,39.4,-1.8,4.1,-32.9,6.6,4.7,1.1,-.5,-.5,-1.1
한국단자공업(주),2.0,0,225.4,188.0,35.3,31219.4,.6,.6,19.4,10.9,4.1,11.3,4.1,1.0,8.7,9.1,11.4
(주)네오위즈,4.0,0,522.0,522.0,8.2,28.9,9.7,25.4,-14.3,-6.6,-12.7,12.0,7.7,.3,.9,3.1,1.0
한국주철관공업(주),4.0,0,243.0,149.0,20.9,10.1,8.4,13.7,3.7,7.0,36.5,2.8,5.5,.5,1.6,3.5,2.0
(주)케이엔엔,2.0,0,279.9,279.7,11.0,16.4,19.7,25.0,4.3,-2.2,-5.9,1732.1,4.0,.3,3.5,11.2,3.8
(주)네오팜,3.0,0,429.3,378.0,20.3,76.7,4.0,6.1,16.3,17.5,140.4,10.3,8.7,1.0,18.7,19.4,22.9
(주)서연,3.0,0,217.6,217.6,2.8,28.4,1.3,22.3,14.6,74.4,917.5,591.4,21.9,.0,9.4,321.9,9.5
(주)후성,5.0,0,201.0,158.1,76.6,11.0,58.5,52.5,16.3,23.8,378.5,8.4,4.9,.7,26.0,35.2,54.5
동화기업(주),5.0,0,54.5,35.3,76.3,5.3,44.8,49.6,2.6,-.5,35.2,8.7,6.8,.5,4.3,8.1,7.7
삼익THK(주),4.0,0,166.2,92.2,64.3,30.1,22.8,11.2,19.7,9.2,-7.1,4.4,4.5,1.0,6.9,6.6,10.7
(주)이오테크닉스,4.0,0,280.1,197.4,30.2,47.1,8.3,9.7,10.8,22.0,-69.5,3.8,2.2,.8,1.9,2.5,2.4
(주)케이씨티,5.0,0,210.4,178.8,62.2,4.5,33.3,51.6,-2.6,-30.2,28.8,11.8,18.2,.4,2.4,5.9,4.0
(주)초록뱀미디어,7.0,1,89.8,89.8,62.2,.9,41.7,50.3,7.7,108.1,70.5,15.7,7.1,.5,2.4,4.9,3.9
한세예스24홀딩스(주),5.0,0,19.7,19.7,50.9,5.4,45.6,543.5,2.8,11.6,15.8,561.5,3470.2,.1,3.2,58.6,4.7
(주)팬스타엔터프라이즈,8.0,1,85.9,74.0,106.3,-2.3,83.8,51.3,7.6,16.0,-45.0,10.5,2.6,.7,-8.3,-12.0,-15.4
삼호개발(주),4.0,0,155.1,141.4,63.9,113.4,4.9,2.8,3.7,3.0,80.2,20.9,5.1,1.1,5.9,5.3,10.2
(주)웹스,4.0,0,231.3,179.7,49.1,5.3,38.7,56.3,5.8,-4.2,-27.4,4.6,8.5,.5,3.3,7.3,5.0
포스코강판(주),4.0,0,150.2,89.8,84.7,12.8,33.4,12.9,-7.5,-2.2,130.4,9.8,6.5,1.9,7.6,3.9,15.8
어보브반도체(주),2.0,0,446.1,366.3,23.0,112.1,5.4,4.4,9.4,6.0,.3,9.1,5.5,1.0,7.0,6.7,8.6
퍼시픽바이오(주),8.0,1,161.3,141.4,109.8,.9,81.5,18.5,33.3,127.8,392.1,19.5,4.8,1.6,-11.2,-7.2,-19.1
SK(주),5.0,0,54.8,47.9,54.1,5.8,48.2,179.9,4.5,50.8,-89.0,34.3,7.0,.2,3.6,20.6,5.5
(주)수산중공업,3.0,0,351.7,172.2,15.7,53.3,2.1,7.0,-.1,-11.0,37.1,3.4,3.7,.7,2.8,3.7,3.3
금호석유화학(주),4.0,0,52.3,33.0,177.4,2.9,133.1,50.0,9.4,-.7,-62.0,9.6,8.4,1.0,.9,.9,2.4
(주)이테크건설,5.0,0,83.6,83.6,167.3,7.1,52.4,9.7,3.7,7.0,34.1,117.1,5.5,2.1,3.8,1.8,10.3
(주)빅솔론,2.0,0,538.2,363.1,11.9,8652.4,.4,.3,5.6,3.1,-29.4,3.7,6.4,.6,10.5,16.8,11.8
사조산업(주),6.0,1,60.0,39.9,109.2,4.0,86.0,54.7,3.4,5.9,88.5,8.7,11.2,.8,3.4,4.4,7.2
(주)경동인베스트,5.0,0,151.9,151.5,62.5,28.1,2.7,1.5,-2.4,-24.5,36.2,1033.8,4.9,1.1,1.8,1.6,3.0
(주)토박스코리아,2.0,0,460.1,225.9,23.0,630.2,1.8,7.9,50.8,91.4,81.6,5.4,11.3,2.3,29.0,12.8,50.2
깨끗한나라(주),6.0,1,56.0,36.2,148.9,3.8,77.6,24.1,1.2,3.5,20.7,13.6,8.7,1.4,1.4,1.1,3.6
국일제지(주),7.0,1,92.2,64.1,84.7,.1,66.9,94.9,1.1,-2.4,-47.8,3.0,3.5,.4,-.3,-.8,-.6
KPX케미칼(주),2.0,0,391.5,304.6,21.1,35.8,5.7,5.3,5.6,-17.1,1.2,6.8,5.5,1.1,6.4,6.0,7.8
에스맥(주),6.0,1,170.2,167.3,69.7,1.7,43.5,35.9,62.0,-49.3,-38.7,58.1,2.5,.8,7.2,9.6,12.1
경남제약(주),6.0,1,110.0,88.0,168.6,5.0,121.0,53.5,-4.0,1.7,-93.9,7.3,2.5,.9,.3,.3,.8
(주)필링크,8.0,1,156.5,156.5,84.6,-1.2,73.2,116.9,80.3,3.1,-51.3,292.9,3.7,.3,.7,2.5,1.3
(주)구영테크,5.0,0,104.7,84.2,134.5,3.1,86.1,53.1,6.0,-13.5,22.7,10.4,4.6,.7,3.7,5.2,8.7
(주)웅진,6.0,1,82.3,82.2,82.9,.4,4.1,24.6,-3.5,-17.8,-30.7,188.5,3.0,.2,.3,1.5,.6
동일제강(주),3.0,0,590.6,455.4,12.1,3123.4,.6,.5,1.5,-11.3,-27.8,5.8,2.8,.7,3.3,5.0,3.7
(주)브이원텍,3.0,0,366.1,320.8,31.6,723.5,4.5,3.8,86.5,74.1,149.5,12.7,4.1,1.0,32.1,32.8,42.4
(주)신한,6.0,1,173.8,155.0,66.9,4.7,25.1,101.1,-8.4,307.8,715.1,3.1,.4,.2,8.5,42.4,16.0
(주)한프,7.0,1,71.3,53.9,91.7,-2.6,81.4,155.6,80.1,-29.0,-49.4,3.0,1.4,.2,-6.0,-24.9,-10.9
(주)대양금속,9.0,1,79.1,39.6,505.8,1.6,413.6,48.0,1.6,20.3,9.1,5.1,4.9,1.5,4.7,3.2,32.3
(주)아이씨디,6.0,1,167.9,151.7,114.0,26.7,40.1,10.9,102.2,1269.4,3446.9,22.8,3.7,1.3,5.7,4.5,10.2
(주)코디엠,9.0,1,114.0,88.4,324.6,-3.7,258.7,51.2,230.5,-5.5,-12.3,6.3,4.8,1.0,-12.2,-11.9,-37.7
(주)트레이스,7.0,1,170.7,151.9,50.6,.5,45.5,141.1,-.5,-49.4,936.8,2.0,1.7,.2,-10.5,-49.2,-17.1
(주)누리텔레콤,4.0,0,172.7,159.0,44.5,36.1,22.5,22.9,20.5,-10.6,2.8,13.2,2.3,.7,9.0,13.6,12.6
(주)고영테크놀러지,1.0,0,591.2,543.5,23.3,129.2,5.0,12.0,21.3,10.6,20.6,12.2,2.1,.9,15.8,18.3,19.3
앱클론(주),6.0,1,896.6,896.4,33.7,-32.9,16.7,64.1,-1.0,60.2,70.4,292.2,10.7,.2,-9.9,-51.2,-12.6
(주)홈캐스트,4.0,0,305.8,272.2,26.5,46.6,7.3,4.3,21.2,24.6,42.5,11.2,3.3,.9,10.7,12.2,13.3
(주)테라젠이텍스,6.0,1,159.4,128.2,61.7,1.2,39.9,32.5,10.7,.6,-27.7,6.2,1.6,.5,2.1,3.8,3.3
(주)디엔에이링크,9.0,1,362.6,287.0,2478.8,-3.9,2256.5,194.2,-26.6,11.9,4.5,4.1,3.4,.4,-40.6,-114.6,-178.0
(주)선익시스템,5.0,0,165.9,162.0,90.1,66.9,28.7,8.8,110.8,397.9,4753.6,139.6,4.5,2.3,38.0,16.4,72.5
국도화학(주),4.0,0,280.4,221.5,39.6,11.5,18.9,11.4,.2,-11.0,-59.9,9.6,5.0,1.1,3.6,3.3,5.2
